Database Name	ODA
Database Link	http://localhost/ODA/OdaService.asmx
Evaluation Signature	d6cc41ab-1a56-4e69-a568-0d27fb6df431
Plate Name	241213_182618-V
Measurement	Measurement 2
Evaluation	Evaluation4
Population	Population - Nuclei

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Nuclei - Nucleus Area [µm²]	Nuclei - Nucleus Roundness	Nuclei - Intensity Nucleus Alexa 488 Mean	Nuclei - Intensity Nucleus Alexa 488 Median	Nuclei - Intensity Nucleus Alexa 568 Mean	Nuclei - Intensity Nucleus Alexa 568 Median	Nuclei - Green nuclei	Nuclei - Red nuclei	Nuclei - Red and Green nuclei	
3	8	1	13	35	512	427	[494,417,540,449]	634.36	30.9					65.7198	0.633839	500.598	501	367.752	364	1	0	0	
3	8	1	13	36	1055	450	[1033,427,1079,481]	791.6	25.04					171.902	0.931971	374.836	372	639.896	573	0	1	0	
3	8	1	13	37	113	457	[87,431,146,484]	518.01	23.78					211.266	0.996829	483.611	469	502.249	464	0	1	0	
3	8	1	13	38	727	471	[706,451,746,499]	695.07	19.11					129.581	0.928686	528.937	518	1263.64	1123	1	1	1	
3	8	1	13	39	955	481	[929,456,986,507]	762.26	16.68					194.287	0.977911	411.142	403	951.102	779	0	1	0	
3	8	1	13	40	603	501	[575,475,634,528]	659.5	11.01					201.13	0.853193	587.004	581	1340.73	1225	1	1	1	
3	8	1	13	41	377	506	[351,479,403,541]	593.47	8.31					215.405	1.00787	513	502	474.777	454	1	0	0	
3	8	1	13	42	800	515	[767,484,830,552]	716.53	6.07					273.776	1.00521	646.511	629	611.98	503	1	1	1	
3	8	1	13	43	279	538	[257,513,303,577]	565.89	-1.72					196.146	0.916448	743.416	711	489.455	458	1	0	0	
3	8	1	13	44	499	551	[472,523,525,585]	629.08	-3.96					218.024	0.967043	807.735	460	569.583	460	1	1	1	
3	8	1	13	45	1032	548	[1010,526,1066,571]	785.3	-2.72					176.886	0.968881	458.837	449	419.677	394	0	0	0	
3	8	1	13	46	441	566	[416,538,465,591]	611.66	-7.99					139.211	0.843498	581.886	566	446.006	422	1	0	0	
3	8	1	13	47	837	565	[810,544,870,587]	728.21	-7.79					173.423	0.957975	493.935	490	583.195	502	0	1	0	
3	8	1	13	48	162	576	[135,551,193,606]	532.38	-11.32					194.118	0.910987	533.574	496	342.619	325	1	0	0	
3	8	1	13	49	686	594	[663,574,722,616]	685.31	-16.17					166.665	0.936365	565.528	558	454.055	425	1	0	0	
3	8	1	13	50	1067	603	[1056,577,1079,618]	794.89	-17.06					56.1744	0.778883	356.832	353	308.878	304	0	0	0	
3	8	1	13	51	937	615	[914,582,960,645]	755.94	-21.35					193.105	0.927266	490.321	466	417.899	400	0	0	0	
3	8	1	13	52	807	604	[785,583,828,637]	718.35	-20.4					153.318	0.942266	632.945	599	580.922	452	1	1	1	
3	8	1	13	53	556	620	[533,594,578,645]	645.79	-23.52					156.021	0.881204	506.734	500	556.798	506	1	1	1	
3	8	1	13	54	333	625	[309,601,360,650]	581.09	-24.84					157.626	0.988651	451.487	444	363.713	349	0	0	0	
3	8	1	13	55	484	646	[465,621,506,670]	624.99	-31.25					121.641	0.830156	531.542	509	480.999	467	1	0	0	
3	8	1	13	56	715	644	[696,628,744,663]	693.3	-30.64					105.084	0.890807	1361.76	591	699.175	402	1	1	1	
3	8	1	13	57	836	658	[802,625,868,693]	727.28	-34.66					262.288	0.852009	485.645	476	388.557	360	0	0	0	
3	8	1	13	58	234	653	[214,631,254,692]	551.85	-35.18					156.19	0.735276	557.546	532	377.865	343	1	0	0	
3	8	1	13	59	395	684	[373,656,418,719]	599.33	-42.96					184.657	0.929601	515.625	508	412.869	402	1	0	0	
3	8	1	13	60	443	690	[422,669,467,716]	612.81	-44.3					129.581	0.928686	566.609	558	424.202	413	1	0	0	
3	8	1	13	61	141	705	[111,675,169,735]	524.96	-47.51					217.771	0.760144	478.391	476	395.426	362	0	0	0	
3	8	1	13	62	983	708	[954,680,1016,736]	770.7	-48.76					224.191	0.982522	448.075	440	356.569	349	0	0	0	
3	8	1	13	63	655	729	[623,694,691,760]	674.93	-54.74					296.077	0.918499	573.826	559	394.086	381	1	0	0	
3	8	1	13	64	521	752	[499,729,547,777]	635.88	-62.08					143.857	0.840468	571.535	560	416.55	396	1	0	0	
3	8	1	13	65	743	776	[715,748,769,810]	699.85	-69.57					217.433	0.999189	534.5	524	389.03	371	1	0	0	
3	8	1	13	66	318	785	[286,756,344,811]	575.99	-71.37					198.426	0.928906	561.38	562	421.785	367	1	0	0	
3	8	1	13	67	436	807	[411,783,470,831]	611.94	-77.66					197.328	0.96562	480.121	479	373.518	363	0	0	0	
3	8	1	13	68	1065	805	[1052,789,1079,840]	794.25	-79.52					93.6803	0.824795	410.489	408	318.417	314	0	0	0	
3	8	1	13	69	691	808	[673,791,708,823]	684.52	-77.69					71.8018	0.882125	1905.86	1959	1011.54	962	1	1	1	
3	8	1	13	70	948	845	[917,821,975,869]	759.12	-88.7					192.851	0.966776	405.961	402	385.229	368	0	0	0	
3	8	1	13	71	850	854	[808,828,873,877]	728.47	-90.81					219.038	0.944019	511.338	504	357.921	351	1	0	0	
3	8	1	13	72	91	876	[56,835,126,913]	510.75	-97.44					347.098	0.861082	372.704	366	305.907	298	0	0	0	
3	8	1	13	73	165	884	[140,852,193,912]	532	-99.42					210.591	0.838583	457.316	450	343.457	333	0	0	0	
3	8	1	13	74	982	886	[956,862,1017,913]	770.78	-101.15					211.858	0.971017	402.203	400	364.603	353	0	0	0	
3	8	1	13	75	283	896	[259,871,309,920]	566.53	-103.21					154.501	0.856901	477.379	471	389.097	362	0	0	0	
3	8	1	13	76	382	904	[361,883,406,930]	595.02	-106.26					131.862	0.938103	501.162	500	372.876	365	1	0	0	
3	8	1	13	77	526	954	[485,905,593,989]	641.84	-119.02					508.103	0.839579	530.642	518	387.612	377	1	0	0	
3	8	1	13	78	811	944	[780,917,850,973]	721.15	-117.4					254.854	0.971246	470.329	465	358.574	351	0	0	0	
3	8	1	13	79	645	966	[624,939,667,989]	671.68	-123.38					136.255	0.964236	484.358	483	375.81	372	0	0	0	
3	8	1	13	80	714	984	[688,962,737,1008]	691.18	-129.32					147.32	0.958877	490.132	484	355.877	351	0	0	0	
3	8	1	13	81	750	1009	[728,984,773,1034]	702.35	-136.62					154.67	0.99416	418.697	414	350.146	343	0	0	0	
3	8	1	13	82	805	1009	[781,986,833,1032]	718.23	-136.27					161.343	0.985862	401.499	392	330.96	323	0	0	0	
3	8	1	13	83	422	1024	[402,1002,450,1050]	607.8	-141.98					129.581	0.936715	426.842	418	345.31	336	0	0	0	
3	8	1	13	84	1005	1037	[974,1005,1038,1074]	776.09	-145.08					289.573	0.971138	396.718	393	295.031	293	0	0	0	
3	8	1	13	85	699	1026	[679,1006,723,1054]	687.44	-142.12					132.031	0.90757	441.367	435	343.88	339	0	0	0	
3	8	1	13	86	161	1046	[128,1020,192,1073]	530.68	-147.68					219.207	0.944436	413.733	412	298.742	294	0	0	0	
3	8	1	13	87	833	1062	[801,1046,857,1079]	725.55	-152.85					120.12	0.791552	387.289	381	301.311	298	0	0	0	
3	8	1	13	88	286	1064	[262,1050,326,1079]	569.17	-153.32					118.6	0.732752	454.288	448	299.167	295	0	0	0	
3	8	1	14	1	291	14	[256,0,319,28]	567.95	-166.92					106.351	0.724311	385.746	384	268.783	265	0	0	0	
3	8	1	14	2	498	26	[471,0,539,53]	630.67	-170.96					261.19	0.91033	472.368	453	337.953	324	0	0	0	
3	8	1	14	3	658	28	[621,0,700,56]	676.26	-171.15					301.821	0.918441	390.435	387	301.915	293	0	0	0	
3	8	1	14	4	406	33	[379,8,432,58]	601.6	-173.07					175.788	0.972768	455.37	456	312.393	308	0	0	0	
3	8	1	14	5	115	36	[96,16,133,62]	517.45	-175.04					114.883	0.964839	399.606	397	249.047	240	0	0	0	
3	8	1	14	6	202	92	[185,73,221,110]	542.81	-190.64					81.5162	0.961119	492.349	481	313.502	305	0	0	0	
3	8	1	14	7	53	104	[32,78,74,137]	499.42	-195.19					160.921	0.858489	390.344	392	253.914	252	0	0	0	
3	8	1	14	8	171	94	[157,77,182,116]	533.56	-191.82					63.8614	0.892979	491.452	490	298.044	295	0	0	0	
3	8	1	14	9	11	91	[0,80,22,136]	486.87	-194.55					88.4429	0.740919	415.4	404	262.536	254	0	0	0	
3	8	1	14	10	131	106	[103,84,153,132]	521.28	-194.97					160.329	0.882037	424.51	423	289.164	284	0	0	0	
3	8	1	14	11	342	115	[314,89,374,142]	584.12	-197.29					214.983	0.952876	504.791	490	339.209	327	1	0	0	
3	8	1	14	12	1007	130	[980,95,1037,177]	776.62	-202.71					287.883	0.940283	370.146	364	305.641	300	0	0	0	
3	8	1	14	13	203	148	[175,111,231,177]	543.48	-206.11					228.161	0.808349	490.087	486	322.394	318	0	0	0	
3	8	1	14	14	894	200	[849,165,932,238]	742.3	-222.12					369.653	0.971895	457.385	452	353.141	340	0	0	0	
3	8	1	14	15	480	219	[451,190,514,247]	624.04	-227.33					235.172	0.976611	536.657	528	354.066	347	1	0	0	
3	8	1	14	16	337	225	[308,196,366,258]	581.66	-229.47					242.69	0.968827	578.874	564	378.4	367	1	0	0	
3	8	1	14	17	26	247	[0,216,52,291]	491.53	-237.62					270.989	0.853936	415.325	402	509.676	290	0	1	0	
3	8	1	14	18	684	259	[652,228,716,296]	682.79	-239.87					297.006	0.996832	562.753	533	383.524	360	1	0	0	
3	8	1	14	19	197	255	[171,229,224,285]	541.66	-238.02					212.533	0.953069	552.636	541	376.225	368	1	0	0	
3	8	1	14	20	949	264	[926,236,971,298]	759.8	-241.32					182.799	0.965407	388.727	381	317.818	310	0	0	0	
3	8	1	14	21	109	291	[82,261,135,318]	515.48	-248.19					198.511	0.989969	370.426	364	285.851	280	0	0	0	
3	8	1	14	22	872	328	[847,302,897,356]	737.44	-259.2					178.153	0.987707	491.128	475	343.175	331	0	0	0	
3	8	1	14	23	93	360	[67,330,119,386]	511.13	-267.96					190.317	0.939146	514.875	507	347.937	329	1	0	0	
3	8	1	14	24	353	361	[328,334,373,386]	586.66	-268.61					124.344	0.611513	498.02	484	346.486	338	0	0	0	
3	8	1	14	25	420	381	[387,352,452,410]	605.79	-274.09					261.95	0.96833	494.213	485	350.849	344	0	0	0	
3	8	1	14	26	929	389	[898,358,964,421]	754.41	-276.9					284.082	0.983659	428.778	424	337.326	331	0	0	0	
3	8	1	14	27	511	389	[494,356,532,413]	632.67	-275.14					122.908	0.648892	528.555	524	395.932	374	1	0	0	
3	8	1	14	28	826	419	[798,393,852,448]	723.88	-286.07					195.216	0.92662	497.727	490	341.358	337	0	0	0	
3	8	1	14	29	151	417	[132,396,171,441]	528.01	-285.19					118.6	0.938434	508.957	502	311.406	309	1	0	0	
3	8	1	14	30	101	419	[82,405,113,449]	512.61	-287.54					75.772	0.801008	571.493	565	360.875	355	1	0	0	
3	8	1	14	31	676	428	[655,406,716,449]	682.79	-287.86					170.888	0.928805	640.296	632	405.727	398	1	0	0	
3	8	1	14	32	64	454	[38,426,92,484]	502.31	-295.89					196.23	0.910438	505.174	498	344.192	326	1	0	0	
3	8	1	14	33	966	461	[919,429,998,490]	763.87	-296.23					296.837	0.866643	438.002	424	347.107	337	0	0	0	
3	8	1	14	34	616	462	[597,443,637,483]	663.2	-298.21					110.659	0.971577	629.648	621	404.281	389	1	0	0	
3	8	1	14	35	99	482	[82,460,118,501]	512.88	-303.54					91.3995	0.877655	628.919	619	380.3	361	1	0	0	
3	8	1	14	36	341	510	[307,478,377,542]	582.99	-311.7					270.82	0.887562	580.609	555	399.907	383	1	0	0	
3	8	1	14	37	510	533	[483,503,539,569]	632.33	-319.5					238.635	0.947414	606.892	589	397.141	376	1	0	0	
3	8	1	14	38	1058	538	[1037,516,1079,569]	791.9	-321.22					163.624	0.892498	410.764	401	335.679	323	0	0	0	
3	8	1	14	39	787	543	[761,517,817,571]	713.44	-321.56					196.737	0.977846	512.529	498	364.425	354	1	0	0	
3	8	1	14	40	639	550	[611,528,665,572]	669.56	-323.52					166.242	0.949358	596.391	576	398.376	375	1	0	0	
3	8	1	14	41	226	559	[199,533,254,585]	549.82	-326.08					187.023	0.978087	634.315	617	456.556	419	1	0	0	
3	8	1	14	42	924	557	[904,545,939,581]	752.51	-326.54					68.4229	0.857226	481.826	460	351.354	327	0	0	0	
3	8	1	14	43	905	575	[894,552,922,589]	747.47	-330.11					59.9756	0.839695	469.841	464	345.414	329	0	0	0	
3	8	1	14	44	706	594	[690,578,723,611]	689.39	-336.47					76.3633	0.991777	630.26	608	492.907	447	1	0	0	
3	8	1	14	45	617	601	[594,580,645,623]	664.03	-338.28					139.042	0.912339	553.018	549	378.872	370	1	0	0	
3	8	1	14	46	671	620	[642,593,694,651]	678.63	-344.96					201.805	0.937943	563.932	554	391.316	382	1	0	0	
3	8	1	14	47	834	621	[808,596,856,658]	726.17	-346.14					195.808	0.954569	495.534	490	340.916	339	0	0	0	
3	8	1	14	48	963	631	[937,603,988,656]	763.76	-346.29					167.003	0.966636	460.739	450	323.222	318	0	0	0	
3	8	1	14	49	223	635	[208,614,246,651]	549.91	-348.03					73.7447	0.720792	534.312	534	324.196	316	1	0	0	
3	8	1	14	50	97	660	[73,633,122,687]	512.4	-355.64					173.676	0.917021	379.322	374	349.266	302	0	0	0	
3	8	1	14	51	889	656	[866,634,912,679]	742.61	-354.5					141.661	0.994543	488.903	481	338.044	330	0	0	0	
3	8	1	14	52	577	669	[555,647,599,699]	652.21	-359.06					139.887	0.938437	580.902	570	456.01	370	1	0	0	
3	8	1	14	53	479	679	[449,649,514,713]	623.49	-361.38					257.98	0.948259	818.054	647	501.46	422	1	1	1	
3	8	1	14	54	1064	686	[1049,661,1079,707]	793.61	-362.46					102.212	0.844881	389.123	385	308.825	303	0	0	0	
3	8	1	14	55	32	692	[5,660,59,723]	492.76	-365.06					210.928	0.955415	343.634	338	290.752	271	0	0	0	
3	8	1	14	56	676	699	[651,674,700,729]	680.48	-367.78					176.801	0.998639	551.389	540	400.81	370	1	0	0	
3	8	1	14	57	186	716	[160,690,213,763]	537.92	-374.34					250.293	0.90429	549.377	543	353.801	341	1	0	0	
3	8	1	14	58	954	722	[919,696,988,749]	761.48	-373.71					251.137	0.969231	462.994	456	364.662	355	0	0	0	
3	8	1	14	59	767	756	[734,723,807,788]	707.85	-383.49					314.323	0.950321	547.25	537	378.144	368	1	0	0	
3	8	1	14	60	92	773	[66,735,119,799]	511.49	-387.01					203.917	0.930758	474.316	475	332.278	327	0	0	0	
3	8	1	14	61	643	775	[621,752,665,802]	671	-389.32					150.784	0.987948	524.139	514	369.678	360	1	0	0	
3	8	1	14	62	319	823	[283,780,358,864]	577.44	-402.94					374.552	0.886558	529.156	527	366.254	357	1	0	0	
3	8	1	14	63	531	831	[500,797,560,872]	638.8	-406.25					285.94	0.926035	740.389	593	497.313	391	1	0	0	
3	8	1	14	64	155	860	[120,840,167,873]	526.06	-412.3					72.5621	0.570914	517.419	515	330.643	321	1	0	0	
3	8	1	14	65	923	894	[881,847,964,937]	752.66	-423.34					457.927	0.988894	494.761	485	371.925	361	0	0	0	
3	8	1	14	66	694	906	[657,870,735,964]	686.23	-429.62					478.707	0.977107	611.341	589	411.099	393	1	0	0	
3	8	1	14	67	1019	931	[990,902,1049,960]	780.47	-434.32					226.387	0.981363	458.234	451	354.377	341	0	0	0	
3	8	1	14	68	124	946	[82,907,169,985]	520.6	-438.84					410.706	0.830398	529.649	528	339.077	329	1	0	0	
3	8	1	14	69	432	956	[413,937,452,974]	609.71	-441.45					99.9312	0.99224	639.473	571	408.937	372	1	0	0	
3	8	1	14	70	487	1000	[465,978,507,1021]	625.46	-453.84					120.458	0.955551	556.897	535	365.724	355	1	0	0	
3	8	1	14	71	880	1018	[854,993,905,1046]	739.17	-459.76					175.957	0.965966	438.099	432	344.578	335	0	0	0	
3	8	1	14	72	580	1021	[558,998,604,1045]	652.82	-460.75					142.337	1.01474	458.116	448	355.56	342	0	0	0	
3	8	1	14	73	673	1060	[641,1042,694,1079]	678.72	-472.39					134.396	0.887257	429.757	420	348.673	336	0	0	0	
3	8	1	14	74	1049	1067	[1031,1056,1079,1079]	791.01	-474.36					73.5757	0.755834	353.626	346	272.497	270	0	0	0	
3	8	1	15	1	353	24	[322,0,385,48]	266.53	-169.81					209.408	0.856925	429.259	420	332.246	316	0	0	0	
3	8	1	15	2	678	26	[654,0,705,54]	361.04	-171.46					175.281	0.971163	353.252	347	301.408	296	0	0	0	
3	8	1	15	3	240	27	[214,2,265,66]	233.31	-173.27					219.629	0.945475	420.178	412	295.839	291	0	0	0	
3	8	1	15	4	765	32	[737,1,793,62]	385.51	-172.93					220.22	0.979189	302.274	302	265.946	264	0	0	0	
3	8	1	15	5	77	86	[38,48,119,126]	186.08	-188.59					414.085	0.943144	364.176	360	268.275	261	0	0	0	
3	8	1	15	6	468	82	[440,55,496,111]	300.02	-187.5					216.926	0.951381	583.635	558	378.533	361	1	0	0	
3	8	1	15	7	648	85	[616,55,679,129]	351.64	-190.31					302.581	0.899956	362.404	359	305.688	301	0	0	0	
3	8	1	15	8	940	84	[915,58,966,115]	436.95	-188.97					195.554	0.995925	414.439	401	318.292	308	0	0	0	
3	8	1	15	9	13	109	[0,86,26,127]	166.95	-194.7					76.2789	0.904035	418.618	412	275.983	272	0	0	0	
3	8	1	15	10	1012	123	[979,88,1044,160]	457.66	-199.95					297.682	0.947512	369.404	359	496.339	303	0	0	0	
3	8	1	15	11	398	122	[374,95,423,149]	279.79	-199.11					171.986	0.960673	526.428	491	532.838	329	1	1	1	
3	8	1	15	12	728	137	[695,113,755,163]	374.51	-203.31					203.157	0.968034	507.753	492	353.137	345	1	0	0	
3	8	1	15	13	806	166	[770,112,837,204]	397.55	-211.93					316.942	0.837541	367.578	366	316.383	315	0	0	0	
3	8	1	15	14	284	151	[261,128,309,179]	246.61	-208.18					168.185	0.93419	461.925	456	323.33	315	0	0	0	
3	8	1	15	15	919	163	[892,141,942,188]	430.18	-211.8					150.784	0.956025	438.351	426	373.718	333	0	0	0	
3	8	1	15	16	116	174	[88,145,156,201]	199.09	-213.44					227.57	0.927941	472.452	469	347.504	329	0	0	0	
3	8	1	15	17	198	211	[171,184,226,243]	221	-225.68					222.332	0.933556	444.197	437	350.369	339	0	0	0	
3	8	1	15	18	368	214	[341,184,399,243]	271.14	-225.88					227.907	0.96565	607.622	598	375.564	370	1	0	0	
3	8	1	15	19	932	215	[912,195,962,235]	435.77	-225.86					141.83	0.978293	450.111	436	354.117	333	0	0	0	
3	8	1	15	20	44	229	[21,210,65,249]	176.06	-230.39					105.76	0.846718	445.746	441	325.667	319	0	0	0	
3	8	1	15	21	109	250	[82,219,134,284]	195.03	-236.55					220.474	0.973219	495.698	482	386.772	336	0	0	0	
3	8	1	15	22	542	266	[503,218,581,306]	321.71	-239.49					430.389	0.982616	554.924	542	430.103	410	1	0	0	
3	8	1	15	23	1053	265	[1027,237,1079,306]	470.45	-242.41					228.076	0.923212	355.68	348	307.753	295	0	0	0	
3	8	1	15	24	10	276	[0,260,21,302]	166.31	-245.27					60.1446	0.749939	373.257	368	279.705	275	0	0	0	
3	8	1	15	25	987	291	[964,269,1009,320]	450.85	-249.16					156.021	0.96711	403.134	391	335.469	323	0	0	0	
3	8	1	15	26	823	304	[794,275,865,334]	404.6	-251.77					275.719	0.922701	489.616	474	426.813	358	0	0	0	
3	8	1	15	27	308	355	[268,318,351,392]	253.87	-266.92					427.263	0.955468	580.608	571	419.986	400	1	0	0	
3	8	1	15	28	690	351	[659,322,733,381]	365.9	-265.63					296.33	0.989703	506.206	491	473.291	380	1	0	0	
3	8	1	15	29	116	392	[85,357,143,425]	196.4	-277.53					250.715	0.889201	405.6	395	308.546	298	0	0	0	
3	8	1	15	30	618	391	[592,369,640,432]	342.29	-279.71					178.66	0.880456	519.386	512	404.125	378	1	0	0	
3	8	1	15	31	981	428	[947,389,1016,465]	448.8	-287.54					333.667	0.951535	422.134	411	350.224	332	0	0	0	
3	8	1	15	32	641	446	[616,415,670,474]	350.53	-293.37					193.105	0.822651	560.04	543	524.367	406	1	1	1	
3	8	1	15	33	560	447	[538,428,579,488]	325.79	-296.46					162.188	0.838144	512.936	513	418.243	387	1	0	0	
3	8	1	15	34	774	488	[735,456,811,522]	387.99	-305.96					321.672	0.957587	486.379	475	388.939	361	0	0	0	
3	8	1	15	35	52	498	[23,469,81,532]	178.64	-308.88					253.672	0.962653	481.42	482	315.137	308	0	0	0	
3	8	1	15	36	426	511	[405,488,448,534]	287.4	-312.03					121.556	0.778606	526.698	522	381.309	363	1	0	0	
3	8	1	15	37	330	516	[305,493,354,539]	259.62	-313.18					133.551	0.89125	592.079	581	443.768	424	1	0	0	
3	8	1	15	38	281	524	[259,504,301,546]	245.24	-316.1					118.6	0.938434	618.479	614	428.547	413	1	0	0	
3	8	1	15	39	636	535	[607,506,669,563]	348.61	-319.18					232.891	0.984091	505.297	504	387.197	362	1	0	0	
3	8	1	15	40	975	548	[947,524,1014,577]	448.16	-323.24					216.673	0.822072	402.325	379	474.539	313	0	0	0	
3	8	1	15	41	222	558	[191,527,252,604]	227.46	-327.85					318.209	0.978514	450.242	443	355.636	340	0	0	0	
3	8	1	15	42	552	565	[530,541,576,594]	324.55	-328.86					159.231	0.962977	587.716	582	435.608	411	1	0	0	
3	8	1	15	43	1051	584	[1024,552,1079,609]	470.46	-333.05					201.13	0.837088	350.683	341	327.945	306	0	0	0	
3	8	1	15	44	369	594	[343,567,402,622]	271.76	-336.38					204.677	0.867425	513.423	504	413.091	395	1	0	0	
3	8	1	15	45	873	602	[850,579,898,627]	417.49	-338.52					162.441	0.966399	608.251	583	448.263	407	1	0	0	
3	8	1	15	46	491	629	[468,605,516,657]	306.59	-347.19					159.316	0.955689	508.921	473	964.408	374	1	1	1	
3	8	1	15	47	297	650	[267,621,328,686]	250.65	-353.37					257.135	0.976174	580.846	571	434.149	403	1	0	0	
3	8	1	15	48	561	646	[536,623,583,672]	326.29	-352.12					147.32	0.878566	494.453	483	427.528	373	0	0	0	
3	8	1	15	49	681	674	[642,644,712,704]	360.83	-359.26					275.635	0.927892	493.663	481	374.78	357	0	0	0	
3	8	1	15	50	991	674	[967,651,1021,699]	452.48	-359.81					170.381	0.927219	456.795	443	364.241	341	0	0	0	
3	8	1	15	51	23	692	[0,663,46,728]	169.57	-365.65					211.351	0.889349	454.375	440	311.975	302	0	0	0	
3	8	1	15	52	220	710	[191,680,248,754]	227.54	-371.81					281.125	0.960579	496.187	488	397.111	365	0	0	0	
3	8	1	15	53	423	713	[399,688,448,752]	286.91	-372.64					211.689	0.925752	503.281	497	393.123	387	1	0	0	
3	8	1	15	54	595	729	[572,705,618,760]	336.79	-376.46					164.131	0.964555	704.201	493	416.384	355	1	0	0	
3	8	1	15	55	508	755	[484,730,533,792]	311.15	-384.57					209.915	0.933667	587.706	572	437.404	419	1	0	0	
3	8	1	15	56	290	752	[264,732,315,778]	247.45	-383.03					130.848	0.958508	503.772	470	367.045	338	1	0	0	
3	8	1	15	57	684	757	[656,733,711,782]	362.22	-383.51					160.329	0.815183	474.144	466	377.182	364	0	0	0	
3	8	1	15	58	821	765	[785,733,861,799]	402.72	-386.22					325.051	0.94766	500.563	488	394.833	370	1	0	0	
3	8	1	15	59	1026	770	[999,739,1056,800]	462.62	-387.49					204.846	0.750085	337.087	335	387.639	310	0	0	0	
3	8	1	15	60	927	797	[900,764,955,825]	433.34	-394.79					209.323	0.957775	376.394	370	328.184	312	0	0	0	
3	8	1	15	61	141	788	[115,767,162,811]	203.68	-393.11					127.723	0.913097	471.063	456	321.284	314	0	0	0	
3	8	1	15	62	29	795	[5,771,55,820]	172.18	-394.94					165.06	0.975289	510.469	500	315.191	308	1	0	0	
3	8	1	15	63	336	830	[314,820,349,869]	259.75	-408.43					66.3111	0.608682	695.832	690	385.955	385	1	0	0	
3	8	1	15	64	82	862	[57,840,107,885]	187.78	-414.57					152.473	0.970014	622.243	562	492.113	348	1	0	0	
3	8	1	15	65	453	867	[412,843,482,895]	293.59	-416.22					243.113	0.945505	548.713	541	391.025	382	1	0	0	
3	8	1	15	66	670	871	[643,847,697,896]	358.31	-417.13					175.619	0.929687	480.48	474	391.693	365	0	0	0	
3	8	1	15	67	983	884	[951,853,1014,923]	449.22	-421.78					291.431	0.992061	423.028	409	354.004	336	0	0	0	
3	8	1	15	68	167	874	[142,854,190,897]	211.65	-418.08					127.807	0.945594	1018.78	492	623.658	362	1	1	1	
3	8	1	15	69	717	911	[695,889,745,938]	372.48	-428.77					137.184	0.920254	556.141	550	395.024	383	1	0	0	
3	8	1	15	70	874	926	[846,900,913,953]	419.06	-432.78					239.396	0.980124	464.083	455	352.76	343	0	0	0	
3	8	1	15	71	76	927	[53,907,103,947]	186.46	-433.12					129.75	1.0064	490.64	485	328.505	322	0	0	0	
3	8	1	15	72	520	929	[502,905,555,956]	316.98	-434.82					130.848	0.615136	687.972	669	422.751	405	1	0	0	
3	8	1	15	73	590	932	[574,914,618,951]	336.52	-434.91					101.029	0.854541	625.244	621	441.398	431	1	0	0	
3	8	1	15	74	297	947	[270,920,326,975]	250.44	-439.24					198.173	0.996201	524.176	512	403.166	361	1	0	0	
3	8	1	15	75	122	969	[99,950,155,990]	200.44	-445.42					149.094	0.949851	418.01	411	307.873	293	0	0	0	
3	8	1	15	76	19	973	[0,954,39,999]	168.56	-447.55					123.921	0.889585	444.741	448	289.504	288	0	0	0	
3	8	1	15	77	647	1000	[623,964,695,1040]	354.23	-453.73					281.632	0.789981	775.559	594	799.275	437	1	1	1	
3	8	1	15	78	818	989	[786,963,844,1016]	400.73	-451.07					213.04	0.929135	426.568	423	341.83	336	0	0	0	
3	8	1	15	79	555	995	[520,968,595,1027]	325.63	-453.58					277.746	0.942855	464.365	455	383.441	372	0	0	0	
3	8	1	15	80	455	1014	[426,989,482,1042]	295.32	-458.83					178.913	0.875077	488.5	471	380.764	364	0	0	0	
3	8	1	15	81	972	1034	[946,1009,1008,1061]	447.05	-464.42					200.538	0.96089	396.988	387	313.024	305	0	0	0	
3	8	1	15	82	740	1047	[720,1026,780,1070]	381.39	-468.24					178.153	0.930553	429.365	411	365.199	337	0	0	0	
3	8	1	15	83	152	1063	[117,1047,176,1079]	206.94	-473.49					111.504	0.78847	472.374	466	314.348	303	0	0	0	
3	8	1	15	84	62	1065	[43,1052,86,1079]	182.36	-473.77					81.4317	0.795676	379.25	379	265.572	261	0	0	0	
3	8	1	15	85	492	1069	[468,1060,522,1079]	307.34	-475.07					60.9893	0.659874	431.571	428	330.565	326	0	0	0	
3	8	1	15	86	261	1070	[232,1061,286,1079]	239.3	-474.87					62.6788	0.651628	452.602	445	330.946	326	0	0	0	
3	8	1	16	1	25	34	[7,0,55,59]	-148.54	-171.2					167.509	0.761536	366.652	365	252.028	248	0	0	0	
3	8	1	16	2	934	26	[910,0,961,56]	114.79	-171.75					197.244	0.925724	332.415	328	273.64	261	0	0	0	
3	8	1	16	3	1057	35	[1036,9,1079,66]	151.23	-174.56					175.703	0.878104	316.074	312	272.681	263	0	0	0	
3	8	1	16	4	225	48	[202,26,252,71]	-90.67	-177.91					148.165	0.978085	408.885	398	293.266	285	0	0	0	
3	8	1	16	5	123	50	[104,29,142,74]	-121.17	-178.72					111.166	0.937807	520.089	494	294.211	289	1	0	0	
3	8	1	16	6	822	64	[795,40,854,90]	82.73	-182.44					190.908	0.989623	395.347	391	315.411	305	0	0	0	
3	8	1	16	7	535	96	[500,57,570,131]	-1.21	-190.71					356.728	0.942724	577.809	569	386.233	370	1	0	0	
