Plate format,Incubation,Nuclei - Intensity Nucleus Alexa 488 Mean,Nuclei - Intensity Nucleus Alexa 488 Median,Nuclei - Intensity Nucleus Alexa 568 Mean,Nuclei - Intensity Nucleus Alexa 568 Median,Nuclei - Green nuclei,Nuclei - Red nuclei,Nuclei - Red and Green nuclei,Sample,Samples_order
C8,16 h,511.362,498,351.087,334,1,0,0,DMSO_100%_16h,3
C8,16 h,413.128,408,311.276,305,0,0,0,DMSO_100%_16h,3
C8,16 h,521.623,511,366.698,354,1,0,0,DMSO_100%_16h,3
C8,16 h,621.779,602,392.951,381,1,0,0,DMSO_100%_16h,3
C8,16 h,370.098,363,305.562,300,0,0,0,DMSO_100%_16h,3
C8,16 h,502.335,501,343.984,336,1,0,0,DMSO_100%_16h,3
C8,16 h,415.661,404,312.774,297,0,0,0,DMSO_100%_16h,3
C8,16 h,410.504,400,349.418,331,0,0,0,DMSO_100%_16h,3
C8,16 h,405.674,405,352.655,346,0,0,0,DMSO_100%_16h,3
C8,16 h,412.016,400,322.088,313,0,0,0,DMSO_100%_16h,3
C8,16 h,520.765,511,372.699,360,1,0,0,DMSO_100%_16h,3
C8,16 h,566.947,558,391.485,379,1,0,0,DMSO_100%_16h,3
C8,16 h,414.505,409,335.061,334,0,0,0,DMSO_100%_16h,3
C8,16 h,361.367,356,283.261,280,0,0,0,DMSO_100%_16h,3
C8,16 h,350.007,348,304.458,301,0,0,0,DMSO_100%_16h,3
C8,16 h,439.635,429,328.76,323,0,0,0,DMSO_100%_16h,3
C8,16 h,496.491,456,499.364,382,0,0,0,DMSO_100%_16h,3
C8,16 h,547.769,540,412.607,403,1,0,0,DMSO_100%_16h,3
C8,16 h,442.536,439,352.043,347,0,0,0,DMSO_100%_16h,3
C8,16 h,63010.5,65535,19296.8,18184,1,1,1,DMSO_100%_16h,3
C8,16 h,434.229,421,300.246,294,0,0,0,DMSO_100%_16h,3
C8,16 h,382.732,377,323.482,305,0,0,0,DMSO_100%_16h,3
C8,16 h,509.72,500,379.65,362,1,0,0,DMSO_100%_16h,3
C8,16 h,456.822,445,334.487,329,0,0,0,DMSO_100%_16h,3
C8,16 h,330.845,322,237.87,236,0,0,0,DMSO_100%_16h,3
C8,16 h,530.309,539,340.997,337,1,0,0,DMSO_100%_16h,3
C8,16 h,64905.8,65535,13816.6,13565,1,1,1,DMSO_100%_16h,3
C8,16 h,699.278,404,540.483,342,1,1,1,DMSO_100%_16h,3
C8,16 h,452.75,444,382.785,360,0,0,0,DMSO_100%_16h,3
C8,16 h,484.241,477,404.551,349,0,0,0,DMSO_100%_16h,3
C8,16 h,355.04,348,280.664,277,0,0,0,DMSO_100%_16h,3
C8,16 h,463.637,440,325.41,313,0,0,0,DMSO_100%_16h,3
C8,16 h,395.713,388,346.404,328,0,0,0,DMSO_100%_16h,3
C8,16 h,445.6,443,307.108,305,0,0,0,DMSO_100%_16h,3
C8,16 h,672.765,628,3736.43,2884,1,1,1,DMSO_100%_16h,3
C8,16 h,487.432,476,345.634,335,0,0,0,DMSO_100%_16h,3
C8,16 h,522.606,508,369.885,361,1,0,0,DMSO_100%_16h,3
C8,16 h,467.669,460,350.343,337,0,0,0,DMSO_100%_16h,3
C8,16 h,512.626,495,351.389,335,1,0,0,DMSO_100%_16h,3
C8,16 h,452.794,448,472.775,401,0,0,0,DMSO_100%_16h,3
C8,16 h,365.473,360,302.12,299,0,0,0,DMSO_100%_16h,3
C8,16 h,442.429,437,331.231,322,0,0,0,DMSO_100%_16h,3
C8,16 h,521.975,503,388.459,373,1,0,0,DMSO_100%_16h,3
C8,16 h,520.761,525,344.646,334,1,0,0,DMSO_100%_16h,3
C8,16 h,517.787,507,370.538,358,1,0,0,DMSO_100%_16h,3
C8,16 h,668.383,548,702.512,533,1,1,1,DMSO_100%_16h,3
C8,16 h,583.253,567,429.757,377,1,0,0,DMSO_100%_16h,3
C8,16 h,447.165,437,325.293,314,0,0,0,DMSO_100%_16h,3
C8,16 h,423.418,416,407.959,364,0,0,0,DMSO_100%_16h,3
C8,16 h,526.346,516,349.147,336,1,0,0,DMSO_100%_16h,3
C8,16 h,639.892,602,377.202,367,1,0,0,DMSO_100%_16h,3
C8,16 h,452.074,445,354.263,347,0,0,0,DMSO_100%_16h,3
C8,16 h,468.156,456,366.616,338,0,0,0,DMSO_100%_16h,3
C8,16 h,559.126,552,352.873,343,1,0,0,DMSO_100%_16h,3
C8,16 h,544.216,522,404.411,380,1,0,0,DMSO_100%_16h,3
C8,16 h,422.14,410,334.923,325,0,0,0,DMSO_100%_16h,3
C8,16 h,646.659,616,368.97,362,1,0,0,DMSO_100%_16h,3
C8,16 h,627.249,609,405.267,391,1,0,0,DMSO_100%_16h,3
C8,16 h,526.79,518,416.355,396,1,0,0,DMSO_100%_16h,3
C8,16 h,471.499,463,350.557,348,0,0,0,DMSO_100%_16h,3
C8,16 h,505.238,492,347.248,339,1,0,0,DMSO_100%_16h,3
C8,16 h,556.677,538,374.607,359,1,0,0,DMSO_100%_16h,3
C8,16 h,587.786,579,366.439,359,1,0,0,DMSO_100%_16h,3
C8,16 h,458.744,449,356.556,349,0,0,0,DMSO_100%_16h,3
C8,16 h,636.989,614,412.472,395,1,0,0,DMSO_100%_16h,3
C8,16 h,528.934,527,359.262,349,1,0,0,DMSO_100%_16h,3
C8,16 h,488.573,471,314.595,309,0,0,0,DMSO_100%_16h,3
C8,16 h,478.826,467,369.922,355,0,0,0,DMSO_100%_16h,3
C8,16 h,494.864,483,324.988,316,0,0,0,DMSO_100%_16h,3
C8,16 h,438.462,431,356.644,342,0,0,0,DMSO_100%_16h,3
C8,16 h,429.122,420,363.578,337,0,0,0,DMSO_100%_16h,3
C8,16 h,447.031,416,491.729,370,0,0,0,DMSO_100%_16h,3
C8,16 h,441.028,432,330.426,322,0,0,0,DMSO_100%_16h,3
C8,16 h,494.82,491,276.945,274,0,0,0,DMSO_100%_16h,3
C8,16 h,325.574,322,268.143,262,0,0,0,DMSO_100%_16h,3
C8,16 h,535.022,529,365.4,346,1,0,0,DMSO_100%_16h,3
C8,16 h,431.571,428,330.565,326,0,0,0,DMSO_100%_16h,3
C8,16 h,472.374,466,314.348,303,0,0,0,DMSO_100%_16h,3
C8,16 h,586.213,582,388.643,379,1,0,0,DMSO_100%_16h,3
C8,16 h,488.894,482,373.568,363,0,0,0,DMSO_100%_16h,3
C8,16 h,476.144,473,372.419,354,0,0,0,DMSO_100%_16h,3
C8,16 h,414.65,405,374.757,355,0,0,0,DMSO_100%_16h,3
C8,16 h,558.233,543,368.992,358,1,0,0,DMSO_100%_16h,3
C8,16 h,473.827,462,427.107,380,0,0,0,DMSO_100%_16h,3
C8,16 h,550.477,529,383.207,370,1,0,0,DMSO_100%_16h,3
C8,16 h,475.689,468,361.529,356,0,0,0,DMSO_100%_16h,3
C8,16 h,530.271,500,382.133,366,1,0,0,DMSO_100%_16h,3
C8,16 h,600.97,598,376.832,368,1,0,0,DMSO_100%_16h,3
C8,16 h,550.211,535,385.968,363,1,0,0,DMSO_100%_16h,3
C8,16 h,409.301,410,296.758,294,0,0,0,DMSO_100%_16h,3
C8,16 h,551.523,517,392.836,373,1,0,0,DMSO_100%_16h,3
C8,16 h,645.83,559,1110.93,555,1,1,1,DMSO_100%_16h,3
C8,16 h,802.219,686,2419.81,938,1,1,1,DMSO_100%_16h,3
C8,16 h,443.652,436,405.357,381,0,0,0,DMSO_100%_16h,3
C8,16 h,494.681,489,391.788,383,0,0,0,DMSO_100%_16h,3
C8,16 h,520.621,519,469.5,415,1,0,0,DMSO_100%_16h,3
C8,16 h,737.746,720,823.854,483,1,1,1,DMSO_100%_16h,3
C8,16 h,535.954,525,369.94,356,1,0,0,DMSO_100%_16h,3
C8,16 h,415.727,416,337.687,337,0,0,0,DMSO_100%_16h,3
C8,16 h,468.998,446,707.142,351,0,1,0,DMSO_100%_16h,3
C8,16 h,566.665,566,400.384,394,1,0,0,DMSO_100%_16h,3
C8,16 h,633.461,570,459.276,428,1,0,0,DMSO_100%_16h,3
C8,16 h,635.977,639,416.805,400,1,0,0,DMSO_100%_16h,3
C8,16 h,406.672,399,337.207,328,0,0,0,DMSO_100%_16h,3
C8,16 h,653.141,639,434.131,418,1,0,0,DMSO_100%_16h,3
C8,16 h,455.35,451,328.763,287,0,0,0,DMSO_100%_16h,3
C8,16 h,361.012,351,292.169,284,0,0,0,DMSO_100%_16h,3
C8,16 h,468.293,465,336.223,310,0,0,0,DMSO_100%_16h,3
C8,16 h,553.6,538,398.087,382,1,0,0,DMSO_100%_16h,3
C8,16 h,392.848,386,296.026,291,0,0,0,DMSO_100%_16h,3
C8,16 h,453.803,446,348.195,343,0,0,0,DMSO_100%_16h,3
C8,16 h,507.916,500,403.453,391,1,0,0,DMSO_100%_16h,3
C8,16 h,506.372,500,354.609,345,1,0,0,DMSO_100%_16h,3
C8,16 h,461.764,455,334.52,332,0,0,0,DMSO_100%_16h,3
C8,16 h,405.299,400,329.826,316,0,0,0,DMSO_100%_16h,3
C8,16 h,439.803,432,347.535,341,0,0,0,DMSO_100%_16h,3
C8,16 h,429.091,418,381.835,373,0,0,0,DMSO_100%_16h,3
C8,16 h,478.979,468,395.732,380,0,0,0,DMSO_100%_16h,3
C8,16 h,379.09,375,318.84,315,0,0,0,DMSO_100%_16h,3
C8,16 h,741.151,460,3304.5,378,1,1,1,DMSO_100%_16h,3
C8,16 h,489.635,477,324.598,307,0,0,0,DMSO_100%_16h,3
C8,16 h,401.011,393,226.701,225,0,0,0,DMSO_100%_16h,3
C8,16 h,362.725,356,256.328,252,0,0,0,DMSO_100%_16h,3
C8,16 h,682.866,675,335.583,332,1,0,0,DMSO_100%_16h,3
C8,16 h,367.512,359,398.789,355,0,0,0,DMSO_100%_16h,3
C8,16 h,384.066,371,295.937,285,0,0,0,DMSO_100%_16h,3
C8,16 h,520.14,474,347.541,313,1,0,0,DMSO_100%_16h,3
C8,16 h,563.276,533,380.801,345,1,0,0,DMSO_100%_16h,3
C8,16 h,490.888,469,431.117,328,0,0,0,DMSO_100%_16h,3
C8,16 h,643.274,631,435.835,422,1,0,0,DMSO_100%_16h,3
C8,16 h,572.247,535,407.478,344,1,0,0,DMSO_100%_16h,3
C8,16 h,591.539,586,393.344,375,1,0,0,DMSO_100%_16h,3
C8,16 h,510.798,498,339.86,326,1,0,0,DMSO_100%_16h,3
C8,16 h,512.071,497,386.633,372,1,0,0,DMSO_100%_16h,3
C8,16 h,520.696,504,530.027,489,1,1,1,DMSO_100%_16h,3
C8,16 h,386.585,387,353.165,345,0,0,0,DMSO_100%_16h,3
C8,16 h,424.425,421,336.764,333,0,0,0,DMSO_100%_16h,3
C8,16 h,464.76,450,346.879,338,0,0,0,DMSO_100%_16h,3
C8,16 h,385.783,390,273.604,269,0,0,0,DMSO_100%_16h,3
C8,16 h,378.249,374,345.892,338,0,0,0,DMSO_100%_16h,3
C8,16 h,427.692,425,360.414,349,0,0,0,DMSO_100%_16h,3
C8,16 h,531.373,535,388.918,372,1,0,0,DMSO_100%_16h,3
C8,16 h,433.183,421,352.279,343,0,0,0,DMSO_100%_16h,3
C8,16 h,392.437,388,350.443,330,0,0,0,DMSO_100%_16h,3
C8,16 h,372.751,363,294.924,285,0,0,0,DMSO_100%_16h,3
C8,16 h,467.542,463,424.04,390,0,0,0,DMSO_100%_16h,3
C8,16 h,329.846,326,273.92,271,0,0,0,DMSO_100%_16h,3
C8,16 h,398.635,335,343.199,290,0,0,0,DMSO_100%_16h,3
C8,16 h,1672.83,664,2521.05,840,1,1,1,DMSO_100%_16h,3
C8,16 h,418.797,413,449.357,427,0,0,0,DMSO_100%_16h,3
C8,16 h,316.311,312,291.7,286,0,0,0,DMSO_100%_16h,3
C8,16 h,465.986,451,367.12,348,0,0,0,DMSO_100%_16h,3
C8,16 h,417.337,409,417.338,388,0,0,0,DMSO_100%_16h,3
C8,16 h,477.759,462,514.056,466,0,1,0,DMSO_100%_16h,3
C8,16 h,415.996,407,677.911,550,0,1,0,DMSO_100%_16h,3
C8,16 h,757.767,794,32154.3,34932,1,1,1,DMSO_100%_16h,3
C8,16 h,556.045,534,459.284,445,1,0,0,DMSO_100%_16h,3
C8,16 h,480.651,433,475.99,423,0,0,0,DMSO_100%_16h,3
C8,16 h,589.437,574,528.908,508,1,1,1,DMSO_100%_16h,3
C8,16 h,417.086,412,751.346,667,0,1,0,DMSO_100%_16h,3
C8,16 h,510.43,498,348.198,342,1,0,0,DMSO_100%_16h,3
C8,16 h,457.228,442,347.051,329,0,0,0,DMSO_100%_16h,3
C8,16 h,438.787,421,367.594,334,0,0,0,DMSO_100%_16h,3
C8,16 h,500.752,494,381.202,372,1,0,0,DMSO_100%_16h,3
C8,16 h,753.478,663,1524.59,660,1,1,1,DMSO_100%_16h,3
C8,16 h,540.948,531,583.458,408,1,1,1,DMSO_100%_16h,3
C8,16 h,587.871,532,421.826,390,1,0,0,DMSO_100%_16h,3
C8,16 h,388.895,378,305.842,299,0,0,0,DMSO_100%_16h,3
C8,16 h,408.29,399,355.899,343,0,0,0,DMSO_100%_16h,3
C8,16 h,470.963,458,410.071,402,0,0,0,DMSO_100%_16h,3
C8,16 h,502.917,501,393.037,383,1,0,0,DMSO_100%_16h,3
C8,16 h,530.986,522,433.508,411,1,0,0,DMSO_100%_16h,3
C8,16 h,447.64,445,379.777,370,0,0,0,DMSO_100%_16h,3
C8,16 h,475.826,467,413.136,404,0,0,0,DMSO_100%_16h,3
C8,16 h,511.225,508,380.009,367,1,0,0,DMSO_100%_16h,3
C8,16 h,577.357,551,434.887,396,1,0,0,DMSO_100%_16h,3
C8,16 h,460.44,437,335.658,324,0,0,0,DMSO_100%_16h,3
C8,16 h,432.698,427,358.024,351,0,0,0,DMSO_100%_16h,3
C8,16 h,549.483,537,431.758,396,1,0,0,DMSO_100%_16h,3
C8,16 h,454.194,440,307.372,301,0,0,0,DMSO_100%_16h,3
C8,16 h,533.433,522,392.801,381,1,0,0,DMSO_100%_16h,3
C8,16 h,550.884,535,385.579,371,1,0,0,DMSO_100%_16h,3
C8,16 h,467.435,461,380.21,371,0,0,0,DMSO_100%_16h,3
C8,16 h,504.313,480,362.367,344,1,0,0,DMSO_100%_16h,3
C8,16 h,336.831,329,286.477,264,0,0,0,DMSO_100%_16h,3
C8,16 h,552.243,544,427.425,406,1,0,0,DMSO_100%_16h,3
C8,16 h,422.644,415,337.533,327,0,0,0,DMSO_100%_16h,3
C8,16 h,713.131,707,434.697,435,1,0,0,DMSO_100%_16h,3
C8,16 h,727.282,732,435.832,435,1,0,0,DMSO_100%_16h,3
C8,16 h,502.75,493,389.792,362,1,0,0,DMSO_100%_16h,3
C8,16 h,655.178,570,1636.76,373,1,1,1,DMSO_100%_16h,3
C8,16 h,481.806,474,353.216,348,0,0,0,DMSO_100%_16h,3
C8,16 h,486.012,484,383.208,371,0,0,0,DMSO_100%_16h,3
C8,16 h,457.553,447,344.644,333,0,0,0,DMSO_100%_16h,3
C8,16 h,543.372,535,378.516,364,1,0,0,DMSO_100%_16h,3
C8,16 h,498.173,492,363.824,352,0,0,0,DMSO_100%_16h,3
C8,16 h,513.346,447,335.65,317,1,0,0,DMSO_100%_16h,3
C8,16 h,595.414,582,377.151,370,1,0,0,DMSO_100%_16h,3
C8,16 h,464.481,455,296.755,291,0,0,0,DMSO_100%_16h,3
C8,16 h,478.491,473,341.944,336,0,0,0,DMSO_100%_16h,3
C8,16 h,462.417,450,337.689,325,0,0,0,DMSO_100%_16h,3
C8,16 h,424.931,421,334.588,323,0,0,0,DMSO_100%_16h,3
C8,16 h,506.613,498,370.506,352,1,0,0,DMSO_100%_16h,3
C8,16 h,417.876,413,350.298,338,0,0,0,DMSO_100%_16h,3
C8,16 h,413.239,405,365.057,356,0,0,0,DMSO_100%_16h,3
C8,16 h,511.084,509,354.983,355,1,0,0,DMSO_100%_16h,3
C8,16 h,408.807,401,277.92,265,0,0,0,DMSO_100%_16h,3
C8,16 h,412.567,406,299.048,299,0,0,0,DMSO_100%_16h,3
C8,16 h,490.556,474,388.416,354,0,0,0,DMSO_100%_16h,3
C8,16 h,385.34,385,419.161,408,0,0,0,DMSO_100%_16h,3
C8,16 h,333.954,336,321.237,309,0,0,0,DMSO_100%_16h,3
C8,16 h,522.705,522,398.738,397,1,0,0,DMSO_100%_16h,3
C8,16 h,503.542,491,567.671,516,1,1,1,DMSO_100%_16h,3
C8,16 h,531.582,493,376.944,363,1,0,0,DMSO_100%_16h,3
C8,16 h,497.676,490,359.602,350,0,0,0,DMSO_100%_16h,3
C8,16 h,416.791,405,328.034,316,0,0,0,DMSO_100%_16h,3
C8,16 h,520.875,498,378.898,360,1,0,0,DMSO_100%_16h,3
C8,16 h,448.446,442,403.033,376,0,0,0,DMSO_100%_16h,3
C8,16 h,468.52,455,737.129,650,0,1,0,DMSO_100%_16h,3
C8,16 h,404.582,398,707.183,600,0,1,0,DMSO_100%_16h,3
C8,16 h,529.936,507,386.008,367,1,0,0,DMSO_100%_16h,3
C8,16 h,1945.1,1599,1584.81,1398,1,1,1,DMSO_100%_16h,3
C8,16 h,442.633,441,345.29,340,0,0,0,DMSO_100%_16h,3
C8,16 h,373.543,368,320.898,312,0,0,0,DMSO_100%_16h,3
C8,16 h,608.293,598,338.744,334,1,0,0,DMSO_100%_16h,3
C8,16 h,686.915,649,460.458,424,1,0,0,DMSO_100%_16h,3
C8,16 h,603.432,581,346.827,337,1,0,0,DMSO_100%_16h,3
C8,16 h,554.458,541,356.569,343,1,0,0,DMSO_100%_16h,3
C8,16 h,547.815,537,362.78,357,1,0,0,DMSO_100%_16h,3
C8,16 h,479.413,475,363.176,332,0,0,0,DMSO_100%_16h,3
C8,16 h,534.851,503,1598.34,525,1,1,1,DMSO_100%_16h,3
C8,16 h,525.408,524,401.52,401,1,0,0,DMSO_100%_16h,3
C8,16 h,543.749,535,463.324,354,1,0,0,DMSO_100%_16h,3
C8,16 h,475.909,471,357.768,349,0,0,0,DMSO_100%_16h,3
C8,16 h,535.001,532,341.028,340,1,0,0,DMSO_100%_16h,3
C8,16 h,576.56,565,381.366,372,1,0,0,DMSO_100%_16h,3
C8,16 h,684.602,684,406.435,392,1,0,0,DMSO_100%_16h,3
C8,16 h,497.217,480,325.85,313,0,0,0,DMSO_100%_16h,3
C8,16 h,540.894,523,329.279,321,1,0,0,DMSO_100%_16h,3
C8,16 h,585.768,577,411.816,401,1,0,0,DMSO_100%_16h,3
C8,16 h,593.328,580,399.1,379,1,0,0,DMSO_100%_16h,3
C8,16 h,491.073,486,506.649,491,0,1,0,DMSO_100%_16h,3
C8,16 h,588.282,575,329.898,323,1,0,0,DMSO_100%_16h,3
C8,16 h,555.322,523,441.95,403,1,0,0,DMSO_100%_16h,3
C8,16 h,485.362,479,386.79,370,0,0,0,DMSO_100%_16h,3
C8,16 h,453.008,446,410.119,390,0,0,0,DMSO_100%_16h,3
C8,16 h,446.541,438,356.173,354,0,0,0,DMSO_100%_16h,3
C8,16 h,578.122,550,315.767,309,1,0,0,DMSO_100%_16h,3
C8,16 h,436.778,424,447.373,398,0,0,0,DMSO_100%_16h,3
C8,16 h,502.032,489,1604.44,1279,1,1,1,DMSO_100%_16h,3
C8,16 h,490.895,483,343.152,336,0,0,0,DMSO_100%_16h,3
C8,16 h,430.134,419,353.958,342,0,0,0,DMSO_100%_16h,3
C8,16 h,455.711,447,381.159,369,0,0,0,DMSO_100%_16h,3
C8,16 h,521.915,519,402.39,393,1,0,0,DMSO_100%_16h,3
C8,16 h,512.029,506,383.84,376,1,0,0,DMSO_100%_16h,3
C8,16 h,719.12,719,601.115,492,1,1,1,DMSO_100%_16h,3
C8,16 h,363.322,357,343.016,331,0,0,0,DMSO_100%_16h,3
C8,16 h,468.007,460,380.799,366,0,0,0,DMSO_100%_16h,3
C8,16 h,737.268,742,562.962,462,1,1,1,DMSO_100%_16h,3
C8,16 h,491.325,476,379.697,369,0,0,0,DMSO_100%_16h,3
C8,16 h,605.041,533,695.461,375,1,1,1,DMSO_100%_16h,3
C8,16 h,446.867,441,369.622,360,0,0,0,DMSO_100%_16h,3
C8,16 h,365.028,364,306.451,302,0,0,0,DMSO_100%_16h,3
C8,16 h,381.264,378,327.336,319,0,0,0,DMSO_100%_16h,3
C8,16 h,586.198,585,456.919,449,1,0,0,DMSO_100%_16h,3
C8,16 h,623.366,604,423.815,405,1,0,0,DMSO_100%_16h,3
C8,16 h,540.138,529,413.781,395,1,0,0,DMSO_100%_16h,3
C8,16 h,375.091,368,310.314,303,0,0,0,DMSO_100%_16h,3
C8,16 h,540.199,520,382.191,361,1,0,0,DMSO_100%_16h,3
C8,16 h,519.596,509,344.046,338,1,0,0,DMSO_100%_16h,3
C8,16 h,486.925,467,364.535,357,0,0,0,DMSO_100%_16h,3
C8,16 h,390.761,385,337.105,327,0,0,0,DMSO_100%_16h,3
C8,16 h,495.515,488,398.775,391,0,0,0,DMSO_100%_16h,3
C8,16 h,407.389,402,318.685,312,0,0,0,DMSO_100%_16h,3
C8,16 h,484.212,477,341.897,336,0,0,0,DMSO_100%_16h,3
C8,16 h,478.921,470,357.255,353,0,0,0,DMSO_100%_16h,3
C8,16 h,699.325,668,465.862,436,1,0,0,DMSO_100%_16h,3
C8,16 h,550.548,532,465.688,405,1,0,0,DMSO_100%_16h,3
C8,16 h,596.67,582,452.935,432,1,0,0,DMSO_100%_16h,3
C8,16 h,524.247,507,498.828,477,1,0,0,DMSO_100%_16h,3
C8,16 h,628.251,602,425.926,406,1,0,0,DMSO_100%_16h,3
C8,16 h,469.494,462,317.48,314,0,0,0,DMSO_100%_16h,3
C8,16 h,664.008,643,2473.63,1274,1,1,1,DMSO_100%_16h,3
C8,16 h,579.035,565,396.304,376,1,0,0,DMSO_100%_16h,3
C8,16 h,557.952,514,882.987,482,1,1,1,DMSO_100%_16h,3
C8,16 h,522.484,517,391.045,377,1,0,0,DMSO_100%_16h,3
C8,16 h,487.357,474,370.697,352,0,0,0,DMSO_100%_16h,3
C8,16 h,599.922,567,381.039,363,1,0,0,DMSO_100%_16h,3
C8,16 h,640.474,601,1099.87,627,1,1,1,DMSO_100%_16h,3
C8,16 h,576.273,529,4085.14,1010,1,1,1,DMSO_100%_16h,3
C8,16 h,680.04,649,449.009,417,1,0,0,DMSO_100%_16h,3
C8,16 h,471.163,441,2065.51,649,0,1,0,DMSO_100%_16h,3
C8,16 h,504.48,487,466.672,394,1,0,0,DMSO_100%_16h,3
C8,16 h,571.624,553,400.266,380,1,0,0,DMSO_100%_16h,3
C8,16 h,410.81,402,446.081,421,0,0,0,DMSO_100%_16h,3
C8,16 h,496.439,456,1521.43,361,0,1,0,DMSO_100%_16h,3
C8,16 h,555.454,520,416.396,387,1,0,0,DMSO_100%_16h,3
C8,16 h,443.249,437,390.006,371,0,0,0,DMSO_100%_16h,3
C8,16 h,428.009,412,744.74,639,0,1,0,DMSO_100%_16h,3
C8,16 h,528.725,520,378.033,366,1,0,0,DMSO_100%_16h,3
C8,16 h,379.33,368,427.287,412,0,0,0,DMSO_100%_16h,3
C8,16 h,493.019,486,629.454,561,0,1,0,DMSO_100%_16h,3
C8,16 h,506.811,498,397.822,383,1,0,0,DMSO_100%_16h,3
C8,16 h,521.579,505,362.786,346,1,0,0,DMSO_100%_16h,3
C8,16 h,583.878,570,405.27,391,1,0,0,DMSO_100%_16h,3
C8,16 h,487.389,479,374.23,360,0,0,0,DMSO_100%_16h,3
C8,16 h,530.406,526,802.864,610,1,1,1,DMSO_100%_16h,3
C8,16 h,488.117,489,354.573,336,0,0,0,DMSO_100%_16h,3
C8,16 h,390.045,386,397.866,374,0,0,0,DMSO_100%_16h,3
C8,16 h,353.626,346,272.497,270,0,0,0,DMSO_100%_16h,3
C8,16 h,429.259,420,332.246,316,0,0,0,DMSO_100%_16h,3
C8,16 h,353.252,347,301.408,296,0,0,0,DMSO_100%_16h,3
C8,16 h,420.178,412,295.839,291,0,0,0,DMSO_100%_16h,3
C8,16 h,302.274,302,265.946,264,0,0,0,DMSO_100%_16h,3
C8,16 h,364.176,360,268.275,261,0,0,0,DMSO_100%_16h,3
C8,16 h,583.635,558,378.533,361,1,0,0,DMSO_100%_16h,3
C8,16 h,362.404,359,305.688,301,0,0,0,DMSO_100%_16h,3
C8,16 h,414.439,401,318.292,308,0,0,0,DMSO_100%_16h,3
C8,16 h,418.618,412,275.983,272,0,0,0,DMSO_100%_16h,3
C8,16 h,369.404,359,496.339,303,0,0,0,DMSO_100%_16h,3
C8,16 h,526.428,491,532.838,329,1,1,1,DMSO_100%_16h,3
C8,16 h,507.753,492,353.137,345,1,0,0,DMSO_100%_16h,3
C8,16 h,367.578,366,316.383,315,0,0,0,DMSO_100%_16h,3
C8,16 h,461.925,456,323.33,315,0,0,0,DMSO_100%_16h,3
C8,16 h,438.351,426,373.718,333,0,0,0,DMSO_100%_16h,3
C8,16 h,472.452,469,347.504,329,0,0,0,DMSO_100%_16h,3
C8,16 h,444.197,437,350.369,339,0,0,0,DMSO_100%_16h,3
C8,16 h,607.622,598,375.564,370,1,0,0,DMSO_100%_16h,3
C8,16 h,450.111,436,354.117,333,0,0,0,DMSO_100%_16h,3
C8,16 h,445.746,441,325.667,319,0,0,0,DMSO_100%_16h,3
C8,16 h,495.698,482,386.772,336,0,0,0,DMSO_100%_16h,3
C8,16 h,554.924,542,430.103,410,1,0,0,DMSO_100%_16h,3
C8,16 h,355.68,348,307.753,295,0,0,0,DMSO_100%_16h,3
C8,16 h,373.257,368,279.705,275,0,0,0,DMSO_100%_16h,3
C8,16 h,429.757,420,348.673,336,0,0,0,DMSO_100%_16h,3
C8,16 h,403.134,391,335.469,323,0,0,0,DMSO_100%_16h,3
C8,16 h,458.116,448,355.56,342,0,0,0,DMSO_100%_16h,3
C8,16 h,556.897,535,365.724,355,1,0,0,DMSO_100%_16h,3
C8,16 h,553.018,549,378.872,370,1,0,0,DMSO_100%_16h,3
C8,16 h,563.932,554,391.316,382,1,0,0,DMSO_100%_16h,3
C8,16 h,495.534,490,340.916,339,0,0,0,DMSO_100%_16h,3
C8,16 h,460.739,450,323.222,318,0,0,0,DMSO_100%_16h,3
C8,16 h,534.312,534,324.196,316,1,0,0,DMSO_100%_16h,3
C8,16 h,379.322,374,349.266,302,0,0,0,DMSO_100%_16h,3
C8,16 h,488.903,481,338.044,330,0,0,0,DMSO_100%_16h,3
C8,16 h,580.902,570,456.01,370,1,0,0,DMSO_100%_16h,3
C8,16 h,818.054,647,501.46,422,1,1,1,DMSO_100%_16h,3
C8,16 h,389.123,385,308.825,303,0,0,0,DMSO_100%_16h,3
C8,16 h,343.634,338,290.752,271,0,0,0,DMSO_100%_16h,3
C8,16 h,551.389,540,400.81,370,1,0,0,DMSO_100%_16h,3
C8,16 h,549.377,543,353.801,341,1,0,0,DMSO_100%_16h,3
C8,16 h,462.994,456,364.662,355,0,0,0,DMSO_100%_16h,3
C8,16 h,547.25,537,378.144,368,1,0,0,DMSO_100%_16h,3
C8,16 h,474.316,475,332.278,327,0,0,0,DMSO_100%_16h,3
C8,16 h,524.139,514,369.678,360,1,0,0,DMSO_100%_16h,3
C8,16 h,529.156,527,366.254,357,1,0,0,DMSO_100%_16h,3
C8,16 h,740.389,593,497.313,391,1,0,0,DMSO_100%_16h,3
C8,16 h,517.419,515,330.643,321,1,0,0,DMSO_100%_16h,3
C8,16 h,494.761,485,371.925,361,0,0,0,DMSO_100%_16h,3
C8,16 h,611.341,589,411.099,393,1,0,0,DMSO_100%_16h,3
C8,16 h,458.234,451,354.377,341,0,0,0,DMSO_100%_16h,3
C8,16 h,529.649,528,339.077,329,1,0,0,DMSO_100%_16h,3
C8,16 h,639.473,571,408.937,372,1,0,0,DMSO_100%_16h,3
