Plate format,Incubation,Nuclei - Intensity Nucleus Alexa 488 Mean,Nuclei - Intensity Nucleus Alexa 488 Median,Nuclei - Intensity Nucleus Alexa 568 Mean,Nuclei - Intensity Nucleus Alexa 568 Median,Nuclei - Green nuclei,Nuclei - Red nuclei,Nuclei - Red and Green nuclei,Sample,Samples_order
B7,30 min,423.275,377,238.07,228,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,351.41,338,554.01,285,0,1,0,Staurosporine_0.1uM_6h,4
B7,30 min,516.226,508,442.594,418,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,550.143,542,409.699,398,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,462.704,457,373.431,357,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,462.482,451,369.371,332,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,539.689,535,426.289,400,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,489.223,481,502.29,386,0,1,0,Staurosporine_0.1uM_6h,4
B7,30 min,437.945,430,358.033,347,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,387.922,384,341.466,332,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,405.661,402,357.153,343,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,515.258,511,385.385,365,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,543.07,527,447.575,418,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,549.121,503,514.485,350,1,1,1,Staurosporine_0.1uM_6h,4
B7,30 min,556.42,536,470.464,415,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,471.061,445,421.634,397,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,500.361,492,395.091,367,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,608.483,598,439.372,418,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,644.745,626,592.522,535,1,1,1,Staurosporine_0.1uM_6h,4
B7,30 min,566.759,554,438.129,379,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,616.159,594,562.815,513,1,1,1,Staurosporine_0.1uM_6h,4
B7,30 min,483.244,475,364.861,353,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,440.601,428,377.376,364,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,493.224,484,584.39,389,0,1,0,Staurosporine_0.1uM_6h,4
B7,30 min,327.626,323,274.862,271,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,615.5,589,628.863,483,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,490.368,485,471.268,431,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,501.927,498,524.441,450,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,396.743,396,591.188,542,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,537.768,537,524.998,468,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,518.712,515,475.586,444,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,1151.28,1085,50793.5,55709,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,452.366,448,381.317,354,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,619.611,600,750.352,667,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,504.164,498,652.148,599,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,528.287,523,806.396,536,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,478.721,476,474.337,457,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,530.252,517,527.294,464,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,17314.6,14635,63937.5,65535,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,480.732,478,471.35,442,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,594.063,570,532.156,479,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,352.221,349,324.536,315,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,481.58,474,471.61,451,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,453.977,454,408.227,399,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,487.53,470,504.859,464,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,426.357,420,473.436,452,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,509.556,501,536.776,461,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,375.107,372,588.875,479,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,525.723,509,413.716,387,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,559.75,535,415.814,396,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,582.008,575,609.936,477,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,477.632,472,485.952,447,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,512.095,502,464.366,426,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,558.743,554,431.642,413,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,464.99,462,443.714,411,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,458.921,449,415.612,343,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,586.919,539,464.119,441,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,592.967,585,451.875,437,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,482.928,478,440.128,402,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,627.561,609,534.814,496,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,556.063,554,440.534,416,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,433.403,427,384.937,342,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,631.249,467,438.097,349,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,435.425,430,409.319,381,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,381.483,378,305.493,295,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,388.763,381,476.719,394,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,361.14,351,370.117,341,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,314.343,312,279.551,259,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,423.905,418,457.29,428,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,313.783,310,267.476,265,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,438.743,432,690.645,517,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,424.499,421,441.843,423,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,581.715,561,469.83,442,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,321.817,319,295.095,281,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,393.894,393,326.508,303,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,454.302,450,394.708,345,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,458.328,454,418.477,386,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,462.469,458,381.047,364,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,427.986,427,380.873,370,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,437.564,435,382.524,365,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,398.28,398,342.302,337,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,436.722,428,406.982,347,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,428.219,426,372.587,360,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,403.67,402,399.356,376,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,386.215,385,394.88,371,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,397.715,391,474.7,416,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,466.222,461,437.021,412,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,401.423,398,378.271,347,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,354.876,348,573.536,484,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,390.341,384,400.686,371,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,496.779,469,521.204,430,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,467.63,463,442.57,413,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,390.269,387,452.569,431,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,585.511,577,579.234,495,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,428.861,421,550.249,457,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,589.683,573,531.505,484,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,371.02,368,414.239,374,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,447.513,442,387.597,383,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,492.256,490,382.415,370,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,455.705,455,392.057,379,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,386.432,380,532.595,429,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,1198.14,406,4479.15,585,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,409.896,402,338.243,321,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,301.807,301,276.57,273,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,399.962,398,344.065,328,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,441.454,435,392.305,358,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,465.738,458,399.981,381,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,414.133,408,473.109,433,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,362.7,357,298.986,294,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,451.342,447,426.759,392,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,452.42,444,644.084,424,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,516.827,513,436.187,399,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,423.617,416,410.387,379,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,513.371,504,419.991,402,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,447.414,445,455.965,417,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,438.362,436,388.093,367,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,379.989,375,403.16,376,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,362.351,362,334.859,324,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,475.97,473,448.645,418,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,410.44,409,351.557,340,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,423.701,417,398.192,361,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,485.846,483,462.177,427,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,488.483,481,471.314,421,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,528.574,522,442.911,427,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,548.047,540,443.085,425,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,1053.28,609,456.247,381,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,586.531,583,438.938,421,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,501.837,497,395.091,374,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,496.104,487,376.996,367,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,53915.6,62559,4281.89,4525,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,22259.4,22775,16360.3,16428,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,496.756,493,339.699,334,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,378.96,375,344.127,338,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,396.42,392,522.87,465,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,466.13,462,305.173,300,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,440.622,438,345.278,337,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,429.251,427,347.441,343,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,566.662,565,405.816,395,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,419.81,422,295.996,284,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,410.909,407,295.726,291,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,381.702,381,296.984,295,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,401.9,399,315.736,305,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,529.37,518,460.391,435,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,403.429,396,325.751,315,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,504.736,497,466.674,429,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,567.828,557,412.802,395,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,392.907,386,500.759,374,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,405.256,401,380.584,364,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,511.574,505,370.134,365,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,524.513,521,341.719,338,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,395.241,391,385.557,351,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,470.838,466,414.799,400,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,364.106,353,352.748,324,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,477.947,467,422.636,400,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,433.631,423,543.41,378,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,468.245,398,427.5,359,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,557.951,542,479.443,449,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,499.856,472,1057.82,740,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,7051.28,7221,65464.8,65535,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,484.69,478,337.517,323,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,484.651,479,334.287,323,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,10516.9,10435,14716.1,14264,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,483.363,475,425.207,390,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,563.293,448,1283.52,319,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,521.587,519,375.344,364,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,523.318,498,523.938,324,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,553.548,545,435.417,422,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,751.911,510,786.516,387,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,519.373,505,340.377,323,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,8348.67,7640,65103.8,65535,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,429.389,403,625.235,358,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,488.134,475,372.334,358,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,512.316,499,478.467,444,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,580.575,475,440.488,386,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,554.114,550,393.459,381,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,465.823,456,361.89,334,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,513.477,508,363.458,355,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,550.04,543,426.122,400,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,478.613,472,371.773,356,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,449.537,442,365.341,357,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,417.051,414,328.901,324,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,395.484,388,350.516,339,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,421.369,414,275.042,269,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,419.198,407,304.792,289,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,391.17,383,329.568,320,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,462.057,454,352.636,342,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,330.048,325,331.772,314,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,479.071,474,404.977,388,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,531.47,516,407.468,388,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,535.871,527,415.964,390,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,532.455,518,488.612,449,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,537.056,524,383.309,369,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,550.477,541,425.905,405,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,472.666,465,399.315,382,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,469.014,462,815.044,482,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,428.745,420,387.688,361,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,471.825,468,376.426,363,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,510.493,507,377.46,364,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,524.081,510,378.621,371,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,385.199,383,361.967,349,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,360.783,359,358.55,348,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,499.252,489,427.195,393,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,469.762,462,438.192,435,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,503.696,497,379.527,368,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,519.448,510,499.938,464,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,388.514,381,406.584,379,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,461.086,453,378.441,366,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,500.105,477,621.832,381,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,435.797,435,322.253,317,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,388.414,383,370.793,351,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,603.266,593,559.432,508,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,494.139,492,362.392,356,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,491.418,485,347.128,337,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,495.541,493,352.198,347,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,531.937,521,352.16,342,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,512.832,504,359.237,353,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,737.031,718,475.34,451,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,505.538,494,335.169,330,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,537.317,535,376.622,362,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,497.177,492,351.59,346,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,575.659,557,497.368,452,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,560.206,542,348.373,341,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,473.091,464,402.775,386,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,488.047,485,393.946,365,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,411.401,404,371.171,344,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,447.953,442,466.033,401,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,486.118,471,406.433,379,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,460.999,459,371.386,362,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,462.361,454,409.459,373,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,447.863,441,394.144,357,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,469.719,455,416.142,377,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,509.798,497,411.762,396,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,2458.45,484,675.163,418,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,471.468,463,405.87,384,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,60502.5,65535,13977,14773,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,472.812,451,539.631,435,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,466.841,458,418.862,387,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,340.029,339,315.234,304,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,508.145,504,376.161,366,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,450.04,447,362.544,354,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,463.441,461,367.168,362,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,517.013,507,391.242,380,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,18147.5,3693,26576.3,10233,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,334.081,331,276.082,272,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,491.515,465,1276.25,404,0,1,0,Staurosporine_0.1uM_6h,4
B6,30 min,287.687,288,231.558,224,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,343.56,340,295.364,281,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,373.781,367,377.104,357,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,312.741,311,288.218,282,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,546.413,541,559.254,466,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,447.38,446,360.227,355,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,540.92,503,431.161,385,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,558.939,551,450.241,422,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,642.87,625,426.22,410,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,647.478,598,463.552,405,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,488.474,478,405.521,371,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,532.814,522,469.239,438,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,484.359,475,396.352,376,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,446.564,434,419.722,400,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,441.5,434,394.336,377,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,488.226,481,399.849,370,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,369.224,362,382.916,356,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,427.655,426,394.867,379,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,478.884,459,342.563,331,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,362.428,360,319.739,302,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,396.76,382,372.666,362,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,407.756,384,343.409,332,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,369.026,360,388.525,380,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,321.366,317,310.385,301,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,442.092,432,324.439,303,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,57110.4,65535,11764.8,12538,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,418.179,412,392.922,372,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,470.04,467,358.896,354,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,481.053,468,396.712,383,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,368.024,365,302.619,295,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,350.733,349,312.162,303,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,647.891,635,459.189,433,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,644,632,467.639,443,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,528.484,458,1687.92,553,1,1,1,Staurosporine_0.1uM_6h,4
B7,30 min,618.446,612,472.191,450,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,639.252,588,447.063,426,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,548.335,541,394.241,376,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,696.869,680,476.663,449,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,330.391,328,287.357,283,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,429.259,424,337.346,330,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,509.234,497,407.102,379,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,398.689,395,303.125,292,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,401.622,390,366.551,349,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,565.8,560,523.313,372,1,1,1,Staurosporine_0.1uM_6h,4
B7,30 min,384.603,384,306.807,304,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,491.65,482,471.933,449,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,461.242,455,389.7,377,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,543.042,524,427.29,385,1,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,431.945,427,506.694,430,0,1,0,Staurosporine_0.1uM_6h,4
B7,30 min,411.404,404,285.324,280,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,432.047,424,356.511,344,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,407.301,396,351.567,341,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,448.974,431,375.4,359,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,413.681,411,371.826,357,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,687.382,677,500.397,476,1,1,1,Staurosporine_0.1uM_6h,4
B7,30 min,460.616,446,476.931,380,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,426.36,424,378.639,354,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,464.667,458,379.394,373,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,555.861,545,459.347,439,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,511.82,508,421.205,398,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,370.611,369,354.251,343,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,431.873,428,321.492,309,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,701.671,380,533.687,322,1,1,1,Staurosporine_0.1uM_6h,4
B6,30 min,538.754,534,386.909,376,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,593.57,587,467.852,446,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,505.129,494,461.153,405,1,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,376.442,374,341.163,327,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,408.299,407,338.687,337,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,496.848,491,407.985,393,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,440.635,440,362.826,357,0,0,0,Staurosporine_0.1uM_6h,4
B6,30 min,418.457,417,360.177,356,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,470.113,460,510.717,483,0,1,0,Staurosporine_0.1uM_6h,4
B7,30 min,458.275,451,333.127,328,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,376.584,370,285.875,279,0,0,0,Staurosporine_0.1uM_6h,4
B7,30 min,424.866,417,314.168,308,0,0,0,Staurosporine_0.1uM_6h,4
